,laf005_per_hour,laf01_per_hour,laf05_per_hour,laf10_per_hour,laf25_per_hour,laf50_per_hour,laf75_per_hour,laf90_per_hour,laf95_per_hour,laf98_per_hour,laf99_per_hour,laf995_per_hour
2022-02-17 17:00:00,71.57857816923533,69.33134633532549,62.995077068260166,59.67051745832019,54.145588235293836,48.55412865681058,44.211961308587234,41.35425448254179,40.01152091852793,38.766215791129305,38.07665146272416,37.534853727587155
2022-02-17 18:00:00,72.9,71.15,65.55,63.25,59.2,54.15,49.2,45.75,44.1,42.55,41.7,41.0
2022-02-17 19:00:00,74.1,72.55000000000001,66.9,64.25,60.0,54.55,49.65,46.1,44.45,42.75,41.85,41.15
2022-02-17 20:00:00,74.35,73.05000000000001,68.65,65.9,60.9,54.65,49.75,46.45,44.9,43.349999999999994,42.5,41.9
2022-02-17 21:00:00,73.1,72.1,68.3,65.75,60.45,54.1,49.5,46.650000000000006,45.05,43.65,42.8,42.2
2022-02-17 22:00:00,73.05000000000001,71.5,66.55,63.75,58.0,52.0,47.75,45.1,43.45,42.05,41.25,40.65
2022-02-17 23:00:00,72.4,70.65,65.7,62.599999999999994,56.8,50.75,46.400000000000006,43.900000000000006,42.65,41.3,40.349999999999994,39.4
2022-02-18 00:00:00,75.3,72.65,66.5,63.24999999999999,57.7,51.2,46.05,42.650000000000006,40.9,39.1,38.0,37.05
2022-02-18 01:00:00,75.2,72.25,64.85,61.199999999999996,54.900000000000006,48.25,42.65,38.900000000000006,37.099999999999994,35.6,34.85,34.45
2022-02-18 02:00:00,69.6,67.35,60.400000000000006,56.55,50.25,43.75,38.849999999999994,35.95,34.8,34.05,33.65,33.45
2022-02-18 03:00:00,67.55,65.0,57.95,54.2,48.45,42.8,38.65,35.900000000000006,34.85,34.1,33.7,33.45
2022-02-18 04:00:00,69.44999999999999,66.44999999999999,59.150000000000006,55.5,49.5,44.0,39.85,37.150000000000006,36.15,35.35,34.95,34.65
2022-02-18 05:00:00,70.94999999999999,67.6,60.1,55.95,49.4,43.6,39.95,38.0,37.25,36.7,36.45,36.2
2022-02-18 06:00:00,75.15,72.6,65.9,61.8,55.949999999999996,47.7,42.1,39.55,38.55,37.8,37.45,37.2
2022-02-18 07:00:00,79.9,77.8,72.25,69.15,65.05,57.2,49.75,45.349999999999994,43.2,41.599999999999994,40.8,40.35
2022-02-18 08:00:00,80.35,77.9,72.64999999999999,70.35,67.05,62.949999999999996,58.0,53.8,51.25,49.15,48.099999999999994,47.35
2022-02-18 09:00:00,79.9,78.0,73.39999999999999,71.9,67.9,64.35,61.5,58.400000000000006,56.35,54.3,53.3,52.25
2022-02-18 10:00:00,77.85,76.25,72.1,70.5,66.55000000000001,62.900000000000006,59.95,57.45,56.05,54.55,53.650000000000006,52.65
2022-02-18 11:00:00,76.15,74.5,70.35,68.25,65.05000000000001,61.0,57.55,55.25,54.099999999999994,52.9,51.900000000000006,50.95
2022-02-18 12:00:00,74.4,72.85,69.29999999999998,67.69999999999999,64.9,61.05,57.5,53.95,52.099999999999994,50.5,49.400000000000006,48.45
2022-02-18 13:00:00,74.9,73.7,70.85,69.5,66.69999999999999,62.8,59.05,54.35,52.099999999999994,50.0,49.150000000000006,48.5
2022-02-18 14:00:00,75.6,74.55000000000001,71.5,69.75,66.75,62.8,58.45,53.4,51.0,48.9,48.1,47.55
2022-02-18 15:00:00,73.65,72.2,67.85,65.94999999999999,63.1,59.45,55.0,50.45,48.45,46.9,46.1,45.55
2022-02-18 16:00:00,71.8,70.25,65.85,64.05,61.05,57.5,53.7,50.3,48.7,47.45,46.7,46.1
2022-02-18 17:00:00,72.1,70.4,66.1,64.05,60.900000000000006,57.3,53.65,50.95,49.5,48.3,47.5,46.85
2022-02-18 18:00:00,73.15,71.35,66.1,63.849999999999994,60.75,57.05,53.55,50.95,49.8,48.650000000000006,47.849999999999994,47.25
2022-02-18 19:00:00,73.65,71.65,65.75,63.55,60.099999999999994,56.0,52.349999999999994,49.45,48.0,46.650000000000006,45.75,45.05
2022-02-18 20:00:00,73.25,71.1,65.35,63.150000000000006,59.099999999999994,53.95,49.8,46.9,45.35,43.75,42.900000000000006,42.2
2022-02-18 21:00:00,72.69999999999999,70.65,65.0,62.7,58.25,52.2,47.650000000000006,44.55,42.95,41.349999999999994,40.55,39.95
2022-02-18 22:00:00,71.69999999999999,69.65,64.5,61.8,56.5,50.25,45.85,42.8,41.349999999999994,40.0,39.2,38.599999999999994
2022-02-18 23:00:00,70.15,68.05,63.49999999999999,60.4,54.05,47.75,43.75,41.2,40.05,39.1,38.5,38.05
2022-02-19 00:00:00,69.45,67.05,62.3,59.15,52.9,46.5,42.3,39.9,38.75,37.75,37.25,36.95
2022-02-19 01:00:00,69.4,67.0,61.99999999999999,58.599999999999994,52.7,46.85,42.75,40.25,39.05,37.8,37.2,36.75
2022-02-19 02:00:00,67.5,65.55,59.349999999999994,55.45,50.0,46.35,41.8,39.3,38.2,37.2,36.65,36.2
2022-02-19 03:00:00,66.19999999999999,64.1,56.89999999999999,52.35,46.1,42.650000000000006,38.65,36.55,35.75,35.099999999999994,34.8,34.55
2022-02-19 04:00:00,66.5,64.35,56.89999999999999,52.1,44.85,39.900000000000006,36.85,35.2,34.55,34.0,33.75,33.5
2022-02-19 05:00:00,65.35,63.250000000000014,55.599999999999994,50.75,43.95,38.7,35.85,34.650000000000006,34.150000000000006,33.75,33.5,33.3
2022-02-19 06:00:00,65.9,63.650000000000006,56.39999999999999,50.95,42.9,37.45,35.25,34.3,33.85,33.5,33.3,33.150000000000006
2022-02-19 07:00:00,68.0,65.9,59.39999999999999,54.25,45.25,39.45,36.65,35.25,34.7,34.2,33.9,33.650000000000006
2022-02-19 08:00:00,69.55000000000001,67.69999999999999,62.05,58.35,50.55,44.05,40.05,37.5,36.55,35.599999999999994,35.15,34.85
2022-02-19 09:00:00,70.7,68.85,63.55,60.8,54.35,47.5,43.45,40.65,39.2,37.8,37.2,36.75
2022-02-19 10:00:00,71.35,68.85,63.69999999999999,61.2,55.45,48.5,44.25,41.55,40.150000000000006,38.8,38.1,37.55
2022-02-19 11:00:00,71.25,68.94999999999999,64.14999999999999,61.9,57.0,50.349999999999994,45.099999999999994,41.95,40.7,39.5,38.75,38.25
2022-02-19 12:00:00,73.6,71.25,65.19999999999999,62.8,58.55,52.349999999999994,46.849999999999994,43.3,41.9,40.650000000000006,39.75,38.849999999999994
2022-02-19 13:00:00,73.7,70.95,64.64999999999999,62.2,57.75,51.7,46.599999999999994,43.3,41.95,40.8,40.0,39.099999999999994
2022-02-19 14:00:00,70.9,68.4,63.349999999999994,61.2,56.650000000000006,50.85,46.05,43.05,41.65,40.45,39.7,39.15
2022-02-19 15:00:00,71.15,68.8,63.54999999999999,61.45,57.0,51.35,46.65,43.5,42.0,40.6,39.75,39.2
2022-02-19 16:00:00,72.35,70.3,64.04999999999998,61.45,56.9,51.7,47.65,45.25,43.95,42.3,41.349999999999994,40.45
2022-02-19 17:00:00,72.30000000000001,70.44999999999999,64.04999999999998,61.05,56.65,51.849999999999994,48.15,45.4,43.8,42.05,41.05,40.05
2022-02-19 18:00:00,72.0,70.44999999999999,66.04999999999998,63.449999999999996,59.15,54.3,50.1,46.7,44.849999999999994,43.0,41.849999999999994,40.900000000000006
2022-02-19 19:00:00,74.9,72.25,69.0,66.8,62.45,57.2,52.25,48.7,47.2,45.599999999999994,44.65,43.8
2022-02-19 20:00:00,76.35,73.4,69.64999999999999,67.5,63.099999999999994,57.45,52.05,48.2,46.9,45.7,45.15,44.65
2022-02-19 21:00:00,74.45,72.9,68.69999999999999,66.25,61.2,55.0,49.45,46.150000000000006,44.9,43.8,43.25,42.8
2022-02-19 22:00:00,73.4,72.1,67.64999999999999,64.85,58.75,51.45,46.1,43.25,42.0,40.95,40.45,40.05
2022-02-19 23:00:00,72.35,70.85,66.35,63.15,56.099999999999994,48.45,43.650000000000006,40.9,39.7,38.7,38.3,37.95
2022-02-20 00:00:00,73.9,71.5,65.85,62.35,54.25,46.25,41.650000000000006,38.95,37.849999999999994,37.0,36.599999999999994,36.3
2022-02-20 01:00:00,73.05,70.3,64.14999999999999,60.5,52.55,44.75,40.150000000000006,37.2,36.15,35.4,35.0,34.75
2022-02-20 02:00:00,68.35,66.5,60.69999999999999,56.1,48.349999999999994,41.55,37.35,34.8,34.05,33.5,33.25,33.05
2022-02-20 03:00:00,67.85,65.80000000000001,59.55,54.5,46.15,39.4,35.25,33.5,33.0,32.55,32.4,32.2
2022-02-20 04:00:00,67.05,64.95,57.8,52.349999999999994,44.2,37.85,34.25,33.099999999999994,32.75,32.4,32.3,32.150000000000006
2022-02-20 05:00:00,66.1,64.55,57.14999999999999,51.65,43.65,37.650000000000006,34.55,33.45,33.1,32.75,32.6,32.45
2022-02-20 06:00:00,66.7,64.94999999999999,57.849999999999994,52.599999999999994,44.75,39.05,36.0,34.55,34.05,33.7,33.45,33.3
2022-02-20 07:00:00,66.55000000000001,64.6,57.14999999999999,51.4,43.0,38.55,36.3,35.15,34.7,34.35,34.0,33.849999999999994
2022-02-20 08:00:00,66.55000000000001,64.7,57.849999999999994,52.6,43.349999999999994,38.75,36.8,35.8,35.4,35.05,34.75,34.55
2022-02-20 09:00:00,67.9,66.4,60.94999999999999,56.85,47.849999999999994,41.5,38.849999999999994,37.45,36.9,36.45,36.2,36.0
2022-02-20 10:00:00,69.85,68.35,63.599999999999994,60.6,53.15,45.150000000000006,41.099999999999994,39.3,38.55,37.849999999999994,37.45,37.15
2022-02-20 11:00:00,70.19999999999999,68.1,63.599999999999994,60.900000000000006,54.65,46.8,42.45,40.45,39.650000000000006,38.8,38.3,37.95
2022-02-20 12:00:00,71.1,69.25,65.44999999999999,62.75000000000001,56.599999999999994,49.15,44.2,41.8,40.900000000000006,39.8,39.3,38.95
2022-02-20 13:00:00,72.65,71.55000000000001,68.35,65.95,59.9,52.3,46.25,43.400000000000006,42.2,41.0,40.55,40.2
2022-02-20 14:00:00,73.4,72.2,68.85,66.5,60.75,53.150000000000006,47.2,44.0,42.5,41.2,40.7,40.4
2022-02-20 15:00:00,73.6,72.4,69.1,66.8,61.25,53.8,47.9,44.75,43.25,41.95,41.35,40.95
2022-02-20 16:00:00,73.3,72.1,68.75,66.55,61.1,53.9,48.15,45.150000000000006,43.7,42.55,42.0,41.6
2022-02-20 17:00:00,72.75,71.25,67.69999999999999,65.7,60.8,54.099999999999994,48.45,45.35,43.650000000000006,42.1,41.4,41.05
2022-02-20 18:00:00,72.4,70.9,67.25,65.45,61.2,55.45,49.8,46.1,44.150000000000006,42.35,41.599999999999994,41.25
2022-02-20 19:00:00,72.44999999999999,71.1,66.94999999999999,65.2,61.5,56.4,51.05,47.2,45.35,43.4,42.7,42.35
2022-02-20 20:00:00,72.35,71.1,67.1,65.30000000000001,61.95,57.5,52.6,49.05,47.4,45.55,44.85,44.400000000000006
2022-02-20 21:00:00,73.0,71.80000000000001,68.69999999999999,66.95,63.650000000000006,59.2,54.3,50.4,48.599999999999994,46.75,45.45,44.650000000000006
2022-02-20 22:00:00,74.1,72.95,70.0,68.0,63.400000000000006,57.7,52.9,49.45,47.849999999999994,46.2,44.85,44.0
2022-02-20 23:00:00,74.3,73.1,69.1,66.3,60.3,53.6,48.849999999999994,45.85,44.65,43.7,43.05,42.599999999999994
2022-02-21 00:00:00,72.1,70.35,63.14999999999999,58.4,52.150000000000006,46.95,43.4,41.150000000000006,40.25,39.55,39.1,38.8
2022-02-21 01:00:00,67.85,65.45,55.54999999999999,50.25,44.8,41.15,38.9,37.45,36.85,36.25,36.0,35.7
2022-02-21 02:00:00,65.1,62.099999999999994,52.44999999999999,48.0,44.2,40.599999999999994,38.2,36.75,36.1,35.5,35.2,34.900000000000006
2022-02-21 03:00:00,63.35,59.3,50.94999999999999,47.4,43.95,40.65,38.45,36.85,36.1,35.5,35.05,34.7
2022-02-21 04:00:00,62.15,58.65,49.99999999999999,46.45,42.5,39.6,37.599999999999994,36.1,35.45,34.900000000000006,34.55,34.25
2022-02-21 05:00:00,64.6,62.25,53.449999999999996,48.1,42.6,39.3,37.25,36.0,35.45,34.95,34.7,34.5
2022-02-21 06:00:00,71.45,68.7,61.05,56.55,49.900000000000006,43.5,39.8,37.65,36.900000000000006,36.35,36.0,35.8
2022-02-21 07:00:00,75.65,72.80000000000001,66.25,63.650000000000006,58.45,51.45,45.95,42.25,40.85,39.85,39.25,38.8
2022-02-21 08:00:00,74.69999999999999,72.5,67.04999999999998,64.95,61.5,57.3,52.6,48.7,46.95,45.55,44.7,43.85
2022-02-21 09:00:00,75.4,73.35,67.5,65.15,61.75,57.4,53.0,49.55,48.2,46.95,46.2,45.4
2022-02-21 10:00:00,77.80000000000001,75.65,69.5,66.95000000000002,62.9,57.95,53.349999999999994,49.7,47.85,46.35,45.5,44.9
2022-02-21 11:00:00,77.05000000000001,75.4,70.39999999999999,68.25,64.1,59.05,54.45,50.900000000000006,48.900000000000006,47.35,46.400000000000006,45.9
2022-02-21 12:00:00,76.0,74.15,70.14999999999999,68.10000000000001,64.0,58.35,52.8,49.6,48.3,47.2,46.5,46.0
2022-02-21 13:00:00,76.75,74.95,71.0,68.9,65.05,60.15,54.35,50.150000000000006,48.5,47.15,46.4,45.75
2022-02-21 14:00:00,75.85,74.65,71.14999999999999,69.10000000000001,65.25,60.099999999999994,54.150000000000006,49.7,48.05,46.7,45.95,45.349999999999994
2022-02-21 15:00:00,74.3,73.1,69.79999999999998,67.85000000000001,63.75,57.8,51.95,48.400000000000006,46.95,45.75,45.15,44.75
2022-02-21 16:00:00,75.8,73.1,68.14999999999999,66.15,61.95,56.35,51.0,47.6,46.05,44.7,43.9,43.45
2022-02-21 17:00:00,77.25,73.05,66.85,64.50000000000001,60.1,54.55,49.7,46.400000000000006,45.0,43.8,43.0,42.5
2022-02-21 18:00:00,74.65,71.65,66.05,63.50000000000001,59.150000000000006,53.7,48.900000000000006,45.55,44.05,42.85,42.1,41.6
2022-02-21 19:00:00,77.1,72.9,66.19999999999999,63.55000000000001,59.55,54.4,49.55,46.2,44.599999999999994,43.05,42.0,41.35
2022-02-21 20:00:00,77.75,73.15,66.0,63.30000000000001,58.95,53.45,48.55,45.2,43.55,41.900000000000006,40.849999999999994,40.2
